kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_model_snr
3003019,K07642.01,FALSE POSITIVE,0.502622858,1.433e-06,-1.433e-06,3.085,0.977,-0.977,146.0,15.5,-15.5,1.41,0.44,-0.19,1.098,0.341,-0.146,41.1
9334893,K02298.02,CONFIRMED,31.8055128,0.0006015,-0.0006015,3.979,0.312,-0.312,141.7,14.1,-14.1,0.63,0.04,-0.04,0.525,0.028,-0.032,10.9
3103212,K04145.01,CANDIDATE,3.25424652,3.34e-05,-3.34e-05,5.378,0.235,-0.235,82.1,5.2,-5.2,0.96,0.14,-0.08,1.004,0.15,-0.081,18.3
10000941,K04146.01,CONFIRMED,3.50472344,1.551e-05,-1.551e-05,1.9464,0.0997,-0.0997,90.7,5.6,-5.6,0.8,0.1,-0.08,0.854,0.103,-0.093,18.4
9455677,K04076.01,CONFIRMED,124.827797,0.001263,-0.001263,6.479,0.218,-0.218,647.5,43.1,-43.1,2.57,0.46,-0.38,1.032,0.186,-0.152,17.1
6871071,K02220.05,CANDIDATE,11.9294568,0.000124,-0.000124,3.193,0.257,-0.257,132.3,13.0,-13.0,1.05,0.42,-0.11,0.9,0.361,-0.094,11.7
7690855,K04077.01,FALSE POSITIVE,0.786260569,4.45e-07,-4.45e-07,4.556,0.0334,-0.0334,877.1,4.5,-4.5,15.72,1.24,-1.84,0.557,0.044,-0.065,246.0
5649837,K04078.01,FALSE POSITIVE,0.597934463,7.86e-07,-7.86e-07,3.1225,0.071,-0.071,515.0,8.9,-8.9,23.2,6.99,-2.34,0.863,0.26,-0.087,72.2
10141938,K04079.01,FALSE POSITIVE,360.76458,0.03217,-0.03217,21.22,2.7,-2.7,383.7,54.9,-54.9,60.3,16.41,-4.08,0.724,0.197,-0.049,10.0
8029197,K04147.01,FALSE POSITIVE,2.15292788,1.057e-05,-1.057e-05,3.043,0.116,-0.116,41.4,2.3,-2.3,1.02,0.25,-0.37,1.555,0.375,-0.562,21.5
12257886,K04148.01,FALSE POSITIVE,2.61585431,1.845e-05,-1.845e-05,6.519,0.202,-0.202,169.8,7.2,-7.2,1.28,0.39,-0.13,0.945,0.288,-0.096,26.9
10875007,K04149.01,CANDIDATE,9.54699216,8.411e-05,-8.411e-05,5.063,0.175,-0.175,143.0,8.9,-8.9,1.71,0.59,-0.2,1.232,0.423,-0.141,17.4
10875007,K04149.02,CANDIDATE,14.708641,0.0002091,-0.0002091,5.394,0.269,-0.269,130.6,11.2,-11.2,1.82,0.62,-0.21,1.232,0.423,-0.141,12.8
11465651,K04150.01,CONFIRMED,31.3351094,0.0003184,-0.0003184,6.071,0.254,-0.254,264.9,18.3,-18.3,1.99,0.57,-0.25,1.142,0.327,-0.14,16.7
5036480,K04080.01,FALSE POSITIVE,1.061002863,5.079e-06,-5.079e-06,1.962,0.128,-0.128,142.4,10.8,-10.8,1.06,0.27,-0.09,0.881,0.23,-0.077,15.7
10275077,K04081.01,FALSE POSITIVE,363.35755,0.01792,-0.01792,19.85,1.8,-1.8,395.3,39.9,-39.9,3.45,2.7,-1.98,1.783,1.398,-1.025,13.9
6592832,K04082.01,FALSE POSITIVE,0.924821319,3.53e-06,-3.53e-06,2.594,0.106,-0.106,122.4,6.0,-6.0,1.1,0.33,-0.12,0.974,0.293,-0.104,24.3
8524346,K04083.01,FALSE POSITIVE,4.4697452,3.002e-05,-3.002e-05,5.33,0.304,-0.304,241.5,10.2,-10.2,2.43,0.7,-0.48,1.125,0.328,-0.219,33.8
3937814,K04084.01,CONFIRMED,214.881456,0.003917,-0.003917,9.581,0.404,-0.404,759.2,48.7,-48.7,2.68,0.29,-0.37,0.995,0.111,-0.135,16.1
5551228,K04154.02,FALSE POSITIVE,122.906853,0.00316,-0.00316,15.97,1.4,-1.4,819.7,47.3,-47.3,3.55,1.01,-0.33,0.866,0.246,-0.082,19.9
5471271,K04155.01,FALSE POSITIVE,12.422216754,,,6.5533,,,54.5,,,0.8,0.27,-0.09,1.084,0.365,-0.122,11.0
5881120,K04156.01,CONFIRMED,4.85018974,5.845e-05,-5.845e-05,5.676,0.158,-0.158,64.5,4.5,-4.5,1.1,0.35,-0.12,0.973,0.315,-0.105,15.8
3248696,K07651.01,FALSE POSITIVE,383.43595,0.01393,-0.01393,11.059,0.743,-0.743,1228.0,102.0,-102.0,2.53,0.52,-0.18,0.729,0.147,-0.053,14.1
4548098,K04157.01,CONFIRMED,3.82315697,4.481e-05,-4.481e-05,2.388,0.31,-0.31,47.2,6.6,-6.6,0.77,0.14,-0.04,1.122,0.205,-0.058,8.9
5306383,K04158.01,FALSE POSITIVE,0.842336445,7.173e-06,-7.173e-06,1.519,0.276,-0.276,80.1,11.9,-11.9,0.9,0.24,-0.14,0.998,0.274,-0.147,8.8
5446285,K00142.02,FALSE POSITIVE,339.42934084,,,7.5,,,,,,,,,,,,
7021681,K00255.02,CANDIDATE,13.6032081,0.0001832,-0.0001832,2.592,0.362,-0.362,180.5,24.8,-24.8,0.75,0.05,-0.06,0.511,0.036,-0.043,9.4
5041847,K04085.01,FALSE POSITIVE,0.914468919,4.07e-07,-4.07e-07,2.695,0.0197,-0.0197,3426.3,20.5,-20.5,36.84,10.46,-5.25,0.989,0.281,-0.141,189.0
3836558,K04086.01,FALSE POSITIVE,1.54039744,1.709e-05,-1.709e-05,1.787,0.437,-0.437,127.6,28.9,-28.9,1.08,0.33,-0.19,0.884,0.279,-0.15,7.0
4770617,K02243.02,CONFIRMED,8.45805119,4.522e-05,-4.522e-05,2.998,0.126,-0.126,258.7,15.5,-15.5,2.52,0.52,-0.42,1.471,0.301,-0.247,18.3
6106282,K04087.01,CONFIRMED,101.1107014,0.0009529,-0.0009529,8.029,0.21,-0.21,878.1,42.2,-42.2,1.61,0.1,-0.08,0.561,0.033,-0.03,24.1
4946584,K04088.01,FALSE POSITIVE,0.907943645,1.014e-06,-1.014e-06,1.9144,0.0551,-0.0551,1028.9,23.2,-23.2,49.37,16.0,-6.86,1.166,0.378,-0.162,53.7
6463499,K04163.01,FALSE POSITIVE,94.446856,0.001425,-0.001425,7.502,0.488,-0.488,436.4,27.3,-27.3,7.13,1.87,-4.35,2.478,0.647,-1.511,20.0
8254882,K04164.01,FALSE POSITIVE,0.92565941,4.395e-06,-4.395e-06,1.488,0.138,-0.138,30.0,3.1,-3.1,0.88,0.25,-0.27,1.612,0.459,-0.505,11.2
6042031,K04165.01,FALSE POSITIVE,0.537110149,8.79e-07,-8.79e-07,1.7976,0.0728,-0.0728,92.0,2.8,-2.8,32.19,6.94,-11.28,2.537,0.547,-0.889,41.1
4078311,K04166.01,CONFIRMED,9.84262076,3.528e-05,-3.528e-05,1.6018,0.0873,-0.0873,626.4,43.4,-43.4,2.41,0.58,-0.21,0.972,0.235,-0.084,16.8
5475735,K04167.01,FALSE POSITIVE,2.99194823,3.761e-05,-3.761e-05,4.39,0.333,-0.333,99.6,6.4,-6.4,0.78,0.12,-0.06,0.727,0.112,-0.052,18.2
11709124,K00435.05,CONFIRMED,62.3026877,0.0002633,-0.0002633,7.509,0.118,-0.118,859.3,19.4,-19.4,3.05,0.4,-0.3,0.971,0.13,-0.095,45.0
9022166,K02175.02,CONFIRMED,72.3826983,0.0006953,-0.0006953,8.279,0.164,-0.164,366.4,13.1,-13.1,4.21,0.72,-1.08,1.988,0.34,-0.51,29.5
10075409,K04019.01,FALSE POSITIVE,360.33012,0.02018,-0.02018,15.16,1.6,-1.6,1022.0,109.0,-109.0,2.34,0.34,-0.17,0.74,0.106,-0.055,12.2
7038096,K04020.01,FALSE POSITIVE,0.566803149,9.45e-07,-9.45e-07,1.643,0.149,-0.149,246.0,5.9,-5.9,1.93,0.53,-0.23,1.096,0.301,-0.129,52.6
3345973,K07652.01,FALSE POSITIVE,15.3466028,0.0002428,-0.0002428,4.966,0.404,-0.404,238.5,22.0,-22.0,3.64,0.69,-0.84,2.259,0.426,-0.521,13.0
11967788,K04021.01,CANDIDATE,7.23531329,5.223e-05,-5.223e-05,3.338,0.161,-0.161,112.2,9.1,-9.1,1.53,0.27,-0.23,1.421,0.257,-0.21,14.0
11972872,K04089.01,FALSE POSITIVE,0.531106622,1.69e-07,-1.69e-07,3.0293,0.0242,-0.0242,5133.6,29.3,-29.3,7.54,0.78,-0.78,0.762,0.079,-0.079,286.2
9899233,K04090.01,FALSE POSITIVE,1.332547503,8.515e-06,-8.515e-06,4.521,0.167,-0.167,130.3,6.0,-6.0,1.23,0.32,-0.13,0.999,0.252,-0.108,25.5
3103227,K04091.01,CONFIRMED,225.585245,0.00358,-0.00358,11.166,0.382,-0.382,754.9,46.5,-46.5,3.71,0.64,-0.58,1.363,0.236,-0.212,18.6
4850961,K04092.01,CONFIRMED,24.4972683,0.0002028,-0.0002028,5.43,0.202,-0.202,449.1,26.2,-26.2,2.74,0.74,-0.37,1.162,0.312,-0.156,19.5
3102309,K07643.01,FALSE POSITIVE,4.20253859,8.621e-05,-8.621e-05,5.389,0.561,-0.561,31.5,4.1,-4.1,0.71,0.22,-0.14,1.015,0.311,-0.207,8.8
8521059,K04093.01,FALSE POSITIVE,0.535578808,7.92e-07,-7.92e-07,1.7973,0.0752,-0.0752,193.6,6.3,-6.3,33.97,9.99,-6.65,1.313,0.386,-0.257,38.3
5217574,K04151.01,FALSE POSITIVE,0.89486317,8.019e-06,-8.019e-06,2.657,0.183,-0.183,172.0,13.1,-13.1,1.19,0.34,-0.11,0.863,0.247,-0.082,16.1
7199060,K04152.01,CANDIDATE,64.1862264,0.0009938,-0.0009938,8.485,0.311,-0.311,507.3,28.3,-28.3,8.0,1.45,-2.69,2.758,0.499,-0.927,18.6
8439323,K04153.01,CONFIRMED,4.62602867,1.063e-05,-1.063e-05,0.643,0.11,-0.11,346.9,32.3,-32.3,1.65,0.44,-0.15,0.797,0.213,-0.071,14.7
4458082,K02303.02,CONFIRMED,8.93484887,9.707e-05,-9.707e-05,2.579,0.259,-0.259,135.9,16.5,-16.5,1.83,0.64,-0.23,1.347,0.473,-0.169,9.7
3230095,K07647.01,FALSE POSITIVE,7.04716175,7.663e-05,-7.663e-05,2.693,0.43,-0.43,150.8,25.5,-25.5,1.1,0.2,-0.09,0.776,0.141,-0.065,9.4
5551228,K04154.01,FALSE POSITIVE,368.71479,0.01478,-0.01478,16.46,1.8,-1.8,1210.0,115.0,-115.0,91.06,37.49,-7.0,0.872,0.359,-0.067,10.9
11967788,K04021.02,CANDIDATE,4.93211932,7.149e-05,-7.149e-05,3.144,0.352,-0.352,50.5,7.8,-7.8,1.02,0.18,-0.15,1.421,0.257,-0.21,7.5
7733731,K04022.01,CANDIDATE,4.85819429,2.679e-05,-2.679e-05,5.356,0.145,-0.145,76.3,3.5,-3.5,2.04,0.34,-0.74,2.326,0.391,-0.847,25.2
6862332,K04023.01,FALSE POSITIVE,119.0192648,0.0009192,-0.0009192,8.1,0.226,-0.226,1977.0,74.4,-74.4,4.44,1.19,-0.42,0.905,0.241,-0.086,31.1
10714072,K04024.01,CONFIRMED,8.40693068,9.705e-05,-9.705e-05,1.866,0.286,-0.286,167.1,31.5,-31.5,1.95,0.73,-0.89,1.533,0.572,-0.7,6.8
3110177,K07644.01,CANDIDATE,3.39904814,4.614e-05,-4.614e-05,2.922,0.447,-0.447,69.6,12.0,-12.0,0.81,0.2,-0.12,0.929,0.237,-0.128,8.1
10992011,K04025.01,FALSE POSITIVE,0.974479091,3.381e-06,-3.381e-06,1.866,0.124,-0.124,221.2,11.5,-11.5,1.19,0.11,-0.13,0.819,0.077,-0.094,25.3
8128247,K04094.01,FALSE POSITIVE,3.57017774,7.872e-05,-7.872e-05,4.473,0.546,-0.546,79.6,10.8,-10.8,57.36,4.36,-9.33,69.001,5.241,-11.232,8.9
6276994,K04095.01,FALSE POSITIVE,1.10601182,1.049e-05,-1.049e-05,2.577,0.266,-0.266,52.9,4.5,-4.5,0.77,0.27,-0.08,1.031,0.349,-0.116,15.5
9674564,K04096.01,FALSE POSITIVE,6.873655305,,,3.5415,,,181.3,,,1.21,0.34,-0.12,0.912,0.254,-0.091,3.4
5942808,K02250.02,CONFIRMED,0.626281766,1.041e-06,-1.041e-06,1.1812,0.0404,-0.0404,433.1,16.5,-16.5,1.76,0.13,-0.18,0.823,0.062,-0.085,31.0
3232249,K07648.01,CANDIDATE,1.183505016,7.329e-06,-7.329e-06,1.275,0.173,-0.173,116.6,15.3,-15.3,0.8,0.07,-0.06,0.746,0.062,-0.056,10.0
5688683,K04097.01,CONFIRMED,2.790643481,4.44e-06,-4.44e-06,0.6871,0.0903,-0.0903,202.0,16.5,-16.5,0.99,0.09,-0.07,0.603,0.06,-0.04,20.2
6607644,K04159.01,CONFIRMED,0.971915957,3.273e-06,-3.273e-06,1.6023,0.0873,-0.0873,73.7,5.3,-5.3,0.79,0.05,-0.07,0.889,0.051,-0.076,16.7
7610663,K04160.01,CONFIRMED,3.03196812,1.415e-05,-1.415e-05,1.723,0.14,-0.14,81.5,6.6,-6.6,0.9,0.25,-0.14,0.993,0.278,-0.149,15.8
5565707,K04161.01,FALSE POSITIVE,1.2940561,0.0005097,-0.0005097,0.97,2.7,-2.7,51.2,10.8,-10.8,5.27,1.61,-2.62,7.146,2.186,-3.553,6.4
1293031,K04162.01,FALSE POSITIVE,0.53936593,1.878e-06,-1.878e-06,5.434,0.42,-0.42,145.0,80.3,-80.3,9.19,0.44,-3.94,5.302,0.253,-2.276,57.6
2859299,K07640.01,FALSE POSITIVE,0.643703667,6.31e-07,-6.31e-07,0.801,0.0321,-0.0321,172.0,6.0,-6.0,1.48,0.49,-0.21,1.114,0.366,-0.157,40.3
7449554,K02357.02,CANDIDATE,15.9042402,0.0001123,-0.0001123,2.093,0.151,-0.151,444.8,38.0,-38.0,3.79,0.59,-0.88,1.53,0.237,-0.355,13.3
4067110,K04026.01,FALSE POSITIVE,0.735146413,1.341e-06,-1.341e-06,5.053,0.146,-0.146,275.4,4.6,-4.6,168.34,38.81,-97.02,7.435,1.714,-4.285,78.0
8694309,K04027.01,FALSE POSITIVE,0.827351796,2.565e-06,-2.565e-06,2.1885,0.092,-0.092,44.7,1.8,-1.8,0.9,0.21,-0.25,1.31,0.302,-0.369,30.6
8282651,K02193.02,CANDIDATE,4.16288745,1.684e-05,-1.684e-05,0.678,0.138,-0.138,391.7,42.2,-42.2,1.32,0.11,-0.13,0.651,0.052,-0.065,12.0
7818447,K04028.01,FALSE POSITIVE,0.618952198,1.97e-07,-1.97e-07,2.8244,0.0165,-0.0165,8324.1,38.0,-38.0,4.96,0.0,0.0,0.116,0.0,0.0,259.3
11569475,K04029.01,FALSE POSITIVE,1.31723412,3.596e-06,-3.596e-06,7.284,0.13,-0.13,422.7,6.8,-6.8,125.56,7.97,-71.64,12.08,0.766,-6.893,78.4
5688683,K04097.02,CANDIDATE,4.44902309,2.802e-05,-2.802e-05,1.373,0.168,-0.168,88.9,10.0,-10.0,0.55,0.05,-0.04,0.603,0.06,-0.04,10.4
8222627,K04098.01,CANDIDATE,1.121733366,3.994e-06,-3.994e-06,1.032,0.101,-0.101,84.3,7.8,-7.8,2.39,0.92,-1.71,2.571,0.989,-1.837,13.6
8951205,K04099.01,CONFIRMED,4.95060632,2.014e-05,-2.014e-05,1.719,0.125,-0.125,309.5,21.5,-21.5,1.28,0.22,-0.1,0.717,0.12,-0.055,17.4
5700900,K04100.01,FALSE POSITIVE,379.08202,0.01775,-0.01775,33.87,1.9,-1.9,1609.1,83.2,-83.2,23.99,7.12,-2.37,0.96,0.285,-0.095,23.2
7026477,K04101.01,FALSE POSITIVE,366.31509,0.019,-0.019,12.41,1.5,-1.5,336.0,38.3,-38.3,2.87,1.45,-0.69,1.524,0.771,-0.366,13.0
9402583,K04168.01,FALSE POSITIVE,0.536544193,2.321e-06,-2.321e-06,2.918,0.129,-0.129,159.5,8.2,-8.2,0.9,0.11,-0.08,0.728,0.086,-0.065,25.3
7838675,K04169.01,CONFIRMED,1.005205893,4.985e-06,-4.985e-06,1.63,0.123,-0.123,97.5,7.7,-7.7,0.85,0.23,-0.08,0.863,0.234,-0.078,15.0
8700537,K04170.01,FALSE POSITIVE,43.796785,0.001148,-0.001148,18.84,1.3,-1.3,256.3,14.3,-14.3,20.79,5.47,-2.96,0.941,0.248,-0.134,21.2
10858785,K04171.01,FALSE POSITIVE,0.952371227,2.736e-06,-2.736e-06,3.926,0.152,-0.152,352.5,10.4,-10.4,21.96,5.88,-2.36,0.921,0.247,-0.099,42.6
9640907,K04172.01,FALSE POSITIVE,1.089088292,,,1.8599,,,141.7,,,1.28,0.44,-0.14,1.069,0.365,-0.122,1.8
7515670,K02360.02,FALSE POSITIVE,1.1518407,,,2.53,,,,,,,,,,,,
9551430,K04030.01,FALSE POSITIVE,7.7553808,0.0001069,-0.0001069,22.321,0.513,-0.513,839.6,17.9,-17.9,22.2,4.14,-2.55,0.766,0.143,-0.088,55.9
3228986,K04031.01,FALSE POSITIVE,0.730949487,5.253e-06,-5.253e-06,2.367,0.214,-0.214,87.3,7.0,-7.0,1.27,0.22,-0.09,1.191,0.198,-0.085,15.8
7100673,K04032.01,CONFIRMED,3.95116635,1.692e-05,-1.692e-05,2.566,0.108,-0.108,60.9,3.3,-3.3,0.83,0.13,-0.11,1.065,0.166,-0.15,20.4
7100673,K04032.02,CONFIRMED,2.89223998,1.616e-05,-1.616e-05,2.521,0.121,-0.121,44.3,2.9,-2.9,0.7,0.11,-0.1,1.065,0.166,-0.15,17.3
4138557,K04033.01,FALSE POSITIVE,0.991552822,2.393e-06,-2.393e-06,1.135,0.127,-0.127,607.2,44.1,-44.1,37.93,8.21,-12.32,1.862,0.403,-0.605,17.3
2708278,K04102.01,FALSE POSITIVE,1.89124187,1.951e-05,-1.951e-05,4.415,0.26,-0.26,105.8,6.2,-6.2,0.93,0.1,-0.06,0.927,0.096,-0.056,20.8
2984990,K07641.01,CANDIDATE,3.79437277,5.825e-05,-5.825e-05,2.289,0.34,-0.34,83.2,13.4,-13.4,1.36,0.49,-0.61,1.507,0.548,-0.669,7.7
3747817,K04103.01,CONFIRMED,184.77271,0.002335,-0.002335,9.568,0.287,-0.287,951.4,47.0,-47.0,2.41,0.22,-0.1,0.801,0.072,-0.033,21.0
8483366,K04104.01,FALSE POSITIVE,392.49728,0.0266,-0.0266,10.53,1.2,-1.2,1062.0,132.0,-132.0,2.82,1.04,-0.21,0.872,0.32,-0.067,14.5
7758018,K04105.01,CANDIDATE,363.41165,0.01446,-0.01446,14.79,1.5,-1.5,961.7,81.6,-81.6,3.14,1.19,-0.3,0.999,0.381,-0.094,17.4
9071593,K02257.02,CONFIRMED,59.284064,0.0006992,-0.0006992,5.42,0.311,-0.311,424.4,35.7,-35.7,1.81,0.13,-0.11,0.859,0.063,-0.051,13.1
10089911,K04034.01,CONFIRMED,6.96704926,4.543e-05,-4.543e-05,3.73,0.14,-0.14,213.7,13.0,-13.0,6.14,0.44,-1.88,3.53,0.254,-1.08,18.6
3247404,K04035.01,FALSE POSITIVE,8.8109721,0.0001045,-0.0001045,4.822,0.211,-0.211,24048.0,1052.0,-1052.0,47.94,0.0,0.0,1.0,,,26.0
11415243,K04036.01,CONFIRMED,168.81133,0.002102,-0.002102,6.582,0.36,-0.36,614.4,47.1,-47.1,1.69,0.1,-0.06,0.707,0.043,-0.025,15.3
3548044,K02194.02,CONFIRMED,67.968656,0.0005854,-0.0005854,7.948,0.158,-0.158,321.8,12.7,-12.7,1.71,0.22,-0.22,0.95,0.124,-0.124,27.3
8264402,K04037.01,CANDIDATE,215.956008,0.003459,-0.003459,10.425,0.484,-0.484,392.7,18.0,-18.0,3.36,0.58,-0.43,1.313,0.23,-0.167,23.3
7773179,K04038.01,FALSE POSITIVE,2.15681538,1.724e-05,-1.724e-05,5.115,0.251,-0.251,106.5,5.7,-5.7,1.06,0.32,-0.14,0.983,0.296,-0.127,22.6
11017094,K04106.01,FALSE POSITIVE,0.708563091,1.367e-06,-1.367e-06,6.347,0.242,-0.242,414.5,6.5,-6.5,15.38,2.07,-0.95,0.648,0.087,-0.04,90.8
3129238,K07645.01,CANDIDATE,2.00870696,3.039e-05,-3.039e-05,4.87,0.367,-0.367,53.5,5.1,-5.1,0.55,0.08,-0.07,0.759,0.115,-0.094,12.2
5956633,K04107.01,FALSE POSITIVE,366.24282,0.02104,-0.02104,15.76,1.9,-1.9,733.7,78.3,-78.3,2.4,0.78,-0.18,0.893,0.288,-0.069,18.2
9899065,K04108.01,FALSE POSITIVE,1.33256418,1.964e-05,-1.964e-05,4.701,0.357,-0.357,162.3,10.3,-10.3,0.81,0.07,-0.06,0.62,0.048,-0.048,20.7
7907808,K04109.01,CANDIDATE,0.655939788,2.046e-06,-2.046e-06,1.318,0.0811,-0.0811,73.0,4.8,-4.8,1.48,0.81,-0.82,1.755,0.97,-0.97,18.7
5471792,K04110.01,FALSE POSITIVE,12.4258833,0.0003119,-0.0003119,24.83,2.1,-2.1,93.6,3.6,-3.6,2.19,0.98,-1.18,1.632,0.724,-0.884,34.4
11145831,K04039.01,FALSE POSITIVE,1.387838134,6.049e-06,-6.049e-06,2.252,0.106,-0.106,136.8,8.1,-8.1,1.24,0.4,-0.13,1.044,0.335,-0.112,20.4
11444952,K04040.01,FALSE POSITIVE,0.678349364,5.509e-06,-5.509e-06,3.092,0.463,-0.463,486.0,50.8,-50.8,19.06,4.62,-1.54,0.829,0.201,-0.067,12.0
8647295,K04041.01,FALSE POSITIVE,1.022028468,1.25e-06,-1.25e-06,8.866,0.175,-0.175,1344.5,9.9,-9.9,26.91,5.41,-3.62,0.855,0.172,-0.115,184.5
3444098,K04042.01,FALSE POSITIVE,0.72359699,2.471e-05,-2.471e-05,1.326,0.114,-0.114,495.6,42.6,-42.6,6.73,1.61,-3.0,2.858,0.687,-1.275,14.8
5112567,K04043.01,FALSE POSITIVE,1.6156052,0.0002109,-0.0002109,14.55,1.6,-1.6,1582.0,328.0,-328.0,34.69,10.39,-8.48,1.623,0.486,-0.397,253.1
2708343,K04111.01,FALSE POSITIVE,1.8913182,1.801e-05,-1.801e-05,4.374,0.255,-0.255,202.3,13.4,-13.4,0.9,0.07,-0.08,0.633,0.05,-0.056,17.6
3235282,K07649.01,FALSE POSITIVE,494.165759,0.008792,-0.008792,2.239,0.477,-0.477,1440.0,246.0,-246.0,4.5,1.27,-0.54,1.162,0.327,-0.14,7.4
3348090,K04112.01,FALSE POSITIVE,2.43585046,1.337e-05,-1.337e-05,2.088,0.153,-0.153,60.5,4.7,-4.7,2.6,0.34,-1.03,3.247,0.429,-1.288,14.9
9282762,K04113.01,FALSE POSITIVE,1.33255441,1.094e-05,-1.094e-05,3.828,0.187,-0.187,106.7,8.0,-8.0,1.12,0.35,-0.14,1.028,0.324,-0.13,15.1
3117046,K04114.01,FALSE POSITIVE,359.1015,0.01126,-0.01126,11.461,0.82,-0.82,496.5,45.0,-45.0,2.37,0.64,-0.28,1.047,0.284,-0.122,12.9
6311520,K04115.01,FALSE POSITIVE,0.941840589,6.308e-06,-6.308e-06,5.06,0.419,-0.419,388.3,21.4,-21.4,27.05,7.69,-4.15,1.142,0.325,-0.175,23.0
5201115,K04044.01,FALSE POSITIVE,1.728521892,9.614e-06,-9.614e-06,3.361,0.129,-0.129,92.2,3.6,-3.6,1.19,0.34,-0.25,1.157,0.332,-0.241,30.2
2708203,K04045.01,FALSE POSITIVE,1.89125855,3.727e-05,-3.727e-05,5.415,0.447,-0.447,67.9,3.6,-3.6,0.81,0.17,-0.11,0.927,0.193,-0.129,24.8
4150496,K04046.01,FALSE POSITIVE,8.65312868,4.245e-05,-4.245e-05,3.376,0.193,-0.193,508.6,27.1,-27.1,20.38,6.26,-2.07,0.893,0.274,-0.091,22.6
11401767,K02195.02,CONFIRMED,30.0899459,0.0003033,-0.0003033,6.654,0.245,-0.245,242.6,15.4,-15.4,2.25,0.38,-0.25,1.209,0.202,-0.134,16.6
9655005,K04047.01,FALSE POSITIVE,1.39862757,7.999e-06,-7.999e-06,9.625,0.175,-0.175,45.5,1.2,-1.2,2.39,0.4,-0.75,3.367,0.564,-1.047,59.6
11709124,K00435.06,CONFIRMED,9.91937693,6.756e-05,-6.756e-05,4.326,0.157,-0.157,186.7,10.5,-10.5,1.32,0.17,-0.13,0.971,0.13,-0.095,18.8
3851194,K07671.01,FALSE POSITIVE,0.918510251,5.239e-06,-5.239e-06,2.587,0.137,-0.137,52.6,3.1,-3.1,1.77,0.3,-0.55,2.338,0.39,-0.724,20.3
8613535,K02263.02,CONFIRMED,9.47850818,5.266e-05,-5.266e-05,6.154,0.131,-0.131,184.6,7.4,-7.4,1.47,0.45,-0.16,1.076,0.335,-0.112,26.7
5092655,K04116.01,FALSE POSITIVE,0.783258387,3.473e-06,-3.473e-06,2.2926,0.0885,-0.0885,328.5,14.6,-14.6,1.28,0.3,-0.13,0.715,0.17,-0.069,28.5
3955817,K04117.01,CONFIRMED,4.24263096,2.661e-05,-2.661e-05,2.582,0.143,-0.143,187.6,13.6,-13.6,1.1,0.06,-0.06,0.825,0.042,-0.047,15.9
10661778,K04118.01,FALSE POSITIVE,1.231363214,2.009e-06,-2.009e-06,5.8101,0.0807,-0.0807,4774.7,53.0,-53.0,10.75,0.0,0.0,1.0,,,112.7
5513857,K04119.01,FALSE POSITIVE,0.755101928,4.313e-06,-4.313e-06,3.044,0.172,-0.172,119.8,8.2,-8.2,0.91,0.18,-0.1,0.819,0.163,-0.088,18.1
10272389,K04048.01,FALSE POSITIVE,4.56447463,2.638e-05,-2.638e-05,6.415,0.174,-0.174,208.4,5.7,-5.7,1.13,0.18,-0.1,0.77,0.122,-0.066,42.6
4679687,K04049.01,FALSE POSITIVE,1.027904857,5.54e-07,-5.54e-07,1.6381,0.0208,-0.0208,2381.2,23.2,-23.2,30.48,6.92,-4.61,0.872,0.198,-0.132,117.8
7968683,K04050.01,FALSE POSITIVE,367.95566,0.01419,-0.01419,21.877,0.732,-0.732,1414.1,97.6,-97.6,3.62,0.3,-0.29,0.696,0.056,-0.056,13.7
10360722,K04051.01,CONFIRMED,163.692336,0.001319,-0.001319,6.853,0.189,-0.189,1138.0,60.7,-60.7,2.75,0.11,-0.21,0.843,0.035,-0.065,21.0
9091755,K04052.01,FALSE POSITIVE,1.106529843,3.846e-06,-3.846e-06,6.258,0.541,-0.541,319.5,5.9,-5.9,1.91,0.43,-0.15,0.798,0.182,-0.061,69.2
3852476,K07672.01,FALSE POSITIVE,111.741576,0.001722,-0.001722,3.83,0.434,-0.434,238.8,30.3,-30.3,6.88,1.19,-2.22,4.525,0.787,-1.461,9.9
9700449,K04120.01,CANDIDATE,110.461746,0.002985,-0.002985,12.46,1.1,-1.1,331.2,24.9,-24.9,1.93,0.64,-0.21,1.058,0.349,-0.116,15.8
6349881,K04121.01,CONFIRMED,198.088873,0.002491,-0.002491,7.955,0.307,-0.307,1027.7,65.9,-65.9,3.24,0.34,-0.38,0.969,0.102,-0.113,18.0
9851970,K04122.01,FALSE POSITIVE,1.08193721,1.785e-05,-1.785e-05,4.788,0.491,-0.491,115.3,10.0,-10.0,0.77,0.07,-0.08,0.736,0.065,-0.079,14.4
6140059,K04123.01,CANDIDATE,44.6226725,0.0007691,-0.0007691,12.974,0.359,-0.359,131.9,7.3,-7.3,1.73,0.5,-0.35,1.239,0.352,-0.256,20.6
5726910,K04124.01,FALSE POSITIVE,2.43142974,2.587e-05,-2.587e-05,2.713,0.275,-0.275,146.6,16.8,-16.8,1.17,0.49,-0.21,0.965,0.408,-0.171,10.7
